slum_density,amount_of_hospitals,station,day_noise,night_noise,homicides_crime,injuries_crime,private_institution,state_institution,n_green_zones,n_green_zones_with_pati,mean_green_area,green_area_pct,schools_per_1000,hospitals_per_1000,crime_per_1000,homicides_crime_per_1000,population_density,cluster
-0.44907758858737434,-0.7107375915552917,-0.7672205372031878,-1.1414045518483995,-1.6064140871620416,-2.1198292127395364,-1.7180991621627735,-1.009740218395414,-0.8498330895656828,-0.9702219074763859,-2.7450781061253027,-1.7778993928442317,-1.4845598202984862,1.2284903308585768,-0.5565197314295193,-0.9954237802869608,-0.8115090926734123,-1.2208268929368598,2
-0.44907758858737434,0.5781374301198096,1.3513086455867522,-0.4260238346549023,-0.4486672548506784,0.6252851038390508,0.7623200525381487,1.7625096429050178,1.0318592342920367,-0.8861961286931752,-0.5172875033466244,-1.0548475990942516,-1.411452358439651,-0.034184696570390485,-0.2338709750553423,-0.3991059743899239,-0.5037669935460553,2.806392799594777,5
-0.44907758858737434,0.5781374301198096,2.2655079955510837,-0.5357582577409159,-0.5899452112215281,1.2587730230494936,1.7173161487042254,1.7782897621657727,1.4957979353556816,-1.1616161174406796,-0.0515412443269217,0.1330989524974062,-0.9953585216483267,0.42114708661429523,-0.2505952811437341,0.9041311804832239,-0.4527344477733105,2.7269508854973163,5
1.3376826383640572,2.907592044461405,-0.7672205372031878,-0.03893930497889079,0.47446302493933346,1.7452917450031145,1.4620429134490684,0.7396450036213211,1.2993807280874954,1.2763378512063424,1.2557864137364538,-0.09734435774072281,0.10612088705756298,0.5365665964625083,2.2126114812832314,0.4258903292576205,-0.1767673336978949,-0.48556785166065447,5
-0.44907758858737434,0.5781374301198096,0.5317496840161647,-0.6451828866076376,-0.6940425064964001,0.07626224052333333,0.3670336178815758,1.697181657337889,0.2090109741743921,0.8351437483896614,0.9079159445860489,1.4582556928083845,1.393818531613209,-0.7785826531552883,-0.22004524873402131,-0.8465224761121108,-0.5545237644943198,0.2148624303664886,5
-0.44907758858737434,1.3320809859159113,-0.7672205372031878,-1.2242355849694508,-1.5639830321446184,0.07626224052333333,0.9401875098064205,-0.5904327143160408,0.46050841336134857,0.3695822489001744,0.6945399371750319,-0.13298996525405207,-0.2750170439050443,0.27344303046728696,1.2937319450577798,0.3986485602832774,-0.09727422356398548,-0.8438319400494041,5
-0.44907758858737434,-0.7107375915552917,0.05233842436739977,0.017600339982238342,0.4180132599510386,0.07626224052333333,-0.1791933303916089,-0.3760952672419043,-0.2408540683724237,-0.9702219074763859,-0.8261637282993611,-0.8426844294741122,-1.199883988218833,-0.9661982123919712,-0.5565197314295193,-0.3179949568589591,-0.1300406974568167,0.5870140450773942,2
-0.44907758858737434,2.2819375320706836,1.1357364410842716,-0.16259755994165062,0.04993767851113868,0.07626224052333333,1.069174336174753,1.839373695348909,1.1386496427554162,0.1830593322418876,0.2963292248234835,0.44749422743389256,-0.1255942101095043,-0.6665193314363166,0.40162023401268376,-0.8792150182706938,-0.6270152926589905,1.7594503750440427,5
-0.44907758858737434,-0.7107375915552917,0.5317496840161647,-0.4629981581552436,-0.5284944513296607,0.07626224052333333,-0.010249683901359278,-0.037895867990416075,-0.2905339201398496,0.26708511102509835,-0.0515412443269217,-0.0980316181835525,0.07087068288897888,0.896979833379334,-0.5565197314295193,1.0081772515843839,0.3413336884527056,-0.851270643030626,1
-0.44907758858737434,0.5781374301198096,-0.7672205372031878,-0.16817159450087954,-0.0908308598530627,-2.1198292127395364,-1.4788816103826432,-1.009740218395414,-2.460761909983899,-0.8861961286931752,-1.2243744406509096,-0.606180088061723,-0.5967550903238192,-1.8407825946879994,1.6766975439165588,-1.191864014956719,-0.8115090926734123,0.02813620049332119,0
